<Trait>	Trait_1_H2_0.25	Trait_2_H2_0.75	Rep
E2558W	-1.3353323966825	1.24202606857279	1
E8501	-2.04372034220983	-1.76244754193183	1
EAST_028	-3.92523602683715	0.628148089685269	1
Eng-Li_Chih	3.27077047352737	0.87126772676055	1
EP1	-5.40595557438831	-1.94668121669128	1
F115	0.695838608611315	-0.95049005426519	1
F2	3.47873073203036	0.324963626252716	1
F2834T	0.607555277534873	1.85719763111312	1
F42	-1.1717779925043	-1.10686158141109	1
F431	0.0247685526364394	1.92912736392712	1
F44	3.83142999005059	2.32191229570202	1
F7	1.25040544655882	1.50342447926392	1
FC46	1.95001546752287	-0.181998426276414	1
Fe	-4.99577687542241	-1.22969069260735	1
FR19	1.6986448246986	0.156539476865805	1
G22_T122	-1.29763150766847	-1.5632049231186	1
G3_T5a	1.42490888911082	1.73547210900667	1
GE129	2.20158158000915	0.592490906142815	1
GE54	-0.825170734153498	1.99343926408806	1
H105W	5.17100642290567	0.387660194275087	1
H110	1.81622763511226	1.6010827798643	1
H113	-5.35539636788803	-1.11331507440732	1
H114	-3.45760134231923	2.79013031682804	1
H121	4.20970950323544	2.04032558561473	1
H122w	-0.528374199964994	3.34260518258488	1
H124w	-2.05475180002988	-0.378392525827528	1
H14	2.60792629114643	1.60398456697016	1
H49	-2.03346373979155	-1.5538686444828	1
H5	-4.90540751724402	0.643968307611376	1
H52	1.8524850664147	-0.896972018401735	1
H71	-2.64468810840524	-0.749407795048497	1
H84	1.06532979152395	-1.48617299205445	1
H91	0.445926919856744	0.28490558877623	1
H95	-4.51425066225524	0.147956404367892	1
H96	-0.444366473579653	-0.548724025228083	1
H99	0.709539929065842	0.0149131507819838	1
Hi26	3.66440001239923	0.392043342219286	1
Hi28	2.80067733987203	0.205590001443598	1
HP301	0.94791859209132	-0.36135335827665	1
HP72-11	0.0765760666000666	2.48324406483529	1
Huanyao	0.978025856279196	1.3903141937398	1
Huobai	1.29615629426683	0.269486373945669	1
I11.12E	0.710969495511517	-2.29576580703181	1
I159	5.22969139261737	2.89748564837594	1
I205	0.523005053984958	-0.119545271112757	1
I224	0.478599308975618	0.524315978764352	1
I29	3.24081448620767	1.36814823998054	1
IA2132	-2.91018886302015	0.132435488741022	1
Ia453	2.8632679631418	-1.64146373123533	1
Ia5125B	1.15949330334193	2.31932865897058	1
ICI_193	-1.32200416830624	-1.27146129699901	1
ICI_441	-1.42847269113753	0.17242998961024	1
ICI_581	-2.4686125561092	0.981451437356427	1
ICI_740	-1.02138437895326	-0.6462164866776	1
ICI_893	3.93590260435684	0.81639718078824	1
ICI_986	-3.74624317800914	-3.81305122956435	1
IDS28	0.611635091114511	1.90260977929917	1
IDS69	2.16343966357331	3.48272789082291	1
IDS91	2.1464868719033	1.35626733005176	1
Il_101T	2.24453915515796	1.97822375462438	1
Il14H	2.0563902118003	2.44478753127782	1
Il778d	5.40150818385778	0.85434566910967	1
Ill.Hy	1.05306720278504	-0.955393600768151	1
INB_101LFY/LFY_(A632_X_M16_S5)	-0.673641996974222	-0.290391663956699	1
INBRED_100	4.78346377740314	1.10437047791625	1
INBRED_109	-2.12142390679013	-0.909386378289804	1
INBRED_141	-0.856629674354432	-1.07392285959885	1
INBRED_2-687	0.00281185648469684	2.7514641892028	1
INBRED_305	0.686577093452305	0.816861677107783	1
INBRED_309	1.43395809781304	0.533463504958898	1
INBRED_321	2.09776249274471	-0.478178844763154	1
J47	0.0874087999101014	1.14279687074371	1
J8606	0.982159917498445	-3.35906610755163	1
K148	1.5848143612643	0.399176021668848	1
K150	1.29557553160812	1.78395027177664	1
K155	0.118227798267984	0.715826432963759	1
K201	0.594762193841381	0.157680133831289	1
K4	-1.83065971184504	-2.45427746965488	1
K41	-1.71123891445826	1.49074681203988	1
K47	-0.312474118216036	1.15436941714559	1
K55	-0.245811805829478	2.16195465425879	1
K64	-1.14896179772677	1.12500909934844	1
Ki11	5.82258167750914	-0.232628625374229	1
Ki21	2.21257438676943	1.48234453191819	1
Ki3	1.76825480917379	1.68146955982959	1
Ki43	4.27602751297835	2.42049564976363	1
KO679Y	-3.98857524478234	-0.023694402118183	1
KUNG-70	-3.15811183969469	-0.86373710484587	1
Ky21	1.44121983765024	0.823805370197143	1
Ky226	-2.62450588943625	1.30217526889786	1
Ky228	-2.9066090613542	0.771643343850272	1
L_127	-1.70458276754462	-1.14815100455912	1
L_135	-1.06525581699786	-1.37379375987377	1
L_139	1.9695065155601	-2.64065411260403	1
L_155	-2.83330498824162	-2.28120915302558	1
L_289	0.0950958854363353	-0.59778700115316	1
L222	0.0486744095514351	-1.68833309749449	1
L317	3.21763038546006	3.07865888829592	1
LE23	-0.931789166644326	-1.64565254085085	1
LH1	-0.55955581419822	-0.0621228744807735	1
LH119	-6.81321104796841	-3.70410215445656	1
LH123HT	-4.52520365871009	-2.73479873469629	1
LH127	-2.67427250242706	-1.54449316143324	1
LH128	-1.29865706646772	-0.160747274076733	1
LH132	0.0933442366440808	-1.12612285479904	1
LH143_(Maintainer)	0.814187106119229	-0.433849019777307	1
LH143_CMS	1.08489865666201	-2.84381558337108	1
LH145	-2.42051429526757	-0.466567126604307	1
LH146Ht	2.71517020122426	1.40115409404672	1
LH149	-0.562270154263722	0.672668937937522	1
LH150	-6.10765262187995	-1.91469542470946	1
LH156	2.42821418517273	-0.223213993243194	1
LH159	-0.321815352499661	1.19115811734515	1
LH160	-1.77480709127903	-2.02600562898866	1
LH162	4.19545927865614	-0.775677148493055	1
LH163	-2.16332406424678	-2.00669523421866	1
LH164	-0.885217251077996	1.61602409197	1
LH165	-1.78707979479717	-1.33293518141752	1
LH166	-1.11915112754312	0.246551132417112	1
LH167	0.00756887470537224	-0.415122366169663	1
LH169Ht	6.79300953958168	1.53358176993122	1
LH172	2.1698317134308	0.273615858574819	1
LH175	-0.462819191042296	0.972412294345622	1
LH181	-3.07482273561929	-1.56253055326264	1
LH183	0.632105930639971	-1.78323216926999	1
LH184	0.821661946480942	-1.33286850507199	1
LH185	2.56248505796486	-0.3116961565275	1
LH186	1.64789912981117	0.277828307847806	1
LH188	-1.24221118657254	1.35210419882253	1
LH189Ht	3.54982005007723	-0.742495626057018	1
LH190	-1.87438296816767	-2.55321578404143	1
LH191	-5.73597724816799	-0.361862271796368	1
LH192	1.38024971919076	-1.62013960013337	1
LH193	1.64655898514097	-1.01846965763379	1
LH194	1.15342539060875	0.0921596595516468	1
LH195	1.20231567988595	0.773822482960871	1
LH196	-0.982185264500191	-0.685203743583474	1
LH197	-3.4009260526049	0.376817213037209	1
LH198	-0.610543419783875	-0.431563817790923	1
LH199	-2.26059058556773	-1.6938725239772	1
LH200	2.08300484594926	0.661233555490115	1
LH202	-3.24265991202611	-0.43189901729632	1
LH204	-1.13679543260056	1.46475304808296	1
LH205	1.94575100038963	1.5593478981896	1
LH206	3.02298878976227	2.09023108431177	1
LH208	-1.26497659808651	-0.255491724264014	1
LH209	1.78841683958155	-0.270189403752962	1
LH210	-0.775052695208911	-1.98969605001586	1
LH211	-0.467756000952691	-1.14067832084154	1
LH212Ht	-7.79038933432013	-3.00687233832755	1
LH213	-1.17823903677156	-2.23868934443478	1
LH214	0.557762350582519	-1.88139090760755	1
LH215	0.0846789153105505	-0.790326011535254	1
LH216	-6.37371023210104	-3.93467813880903	1
LH217	2.71653958568225	0.0207942515806692	1
LH218	-5.46437783466646	-3.01205514969035	1
LH220Ht	0.912037822639458	0.18765529546848	1
LH222	3.04185106659758	2.67256799067398	1
LH223	1.22123804177032	-1.20523690231479	1
LH224	-0.231393707500404	-0.258524916710068	1
LH225	1.73933115203267	-0.301348487382626	1
LH231	-0.833725148669934	1.47009755303916	1
LH250	-1.33911134886154	-1.86933183688767	1
LH252	-2.73186040579849	-0.765177026754335	1
LH260	-5.29311572890051	-3.3515390655885	1
LH284	-1.40601624504472	-2.16060529552205	1
LH299	-0.136725067036215	-1.46556998374832	1
LH38	-1.69773382522945	-1.18556069113167	1
LH39	1.26928949600473	0.393014655750505	1
LH51	-2.88699547310306	-2.87101036052293	1
LH52	0.986334821766133	-2.56812789687439	1
LH54	-2.92844745558927	-3.82050729411372	1
LH57	-0.631108303051428	1.5166595423824	1
LH59	1.71038918881364	0.632292766073703	1
LH60	4.85705050984378	-1.26581385393439	1
LH61	-4.7333095048801	-1.40525121987367	1
LH74	-0.480890157408883	1.29962169769246	1
LH82	-1.3499074330547	0.514057138179553	1
LH85	-1.93125431524958	-1.55905865902153	1
LH93	-3.95275708623341	-3.1055629647402	1
LP1_NR_Ht	-1.16271021590372	-1.71684230281564	1
Lp215D	-0.0972158833042456	-0.823691779666309	1
LP5	-0.433919589655358	-1.32994330588812	1
M14	-4.44321780425208	-3.38574986218466	1
M162W	-0.674333534459811	0.442663174274835	1
M37W	1.33347060313665	1.12792624637429	1
MEF156-55-2	1.10350189790362	0.265114703165095	1
ML606	-2.80761013381113	-1.35164795324342	1
Mo13	-2.63140733294379	-2.14655733631922	1
Mo15W	-1.58004253343346	-0.302221448587738	1
Mo16W	3.32266136876367	-1.11045593901721	1
Mo17	-3.69882904596622	-2.6979698069851	1
Mo18W	3.00840570322291	1.59295286620674	1
Mo1W	-1.29166743939036	0.556913494881085	1
Mo23W	1.6976822009596	0.677962399121445	1
Mo24W	0.514064548095661	-1.60513140148106	1
Mo28W	-2.87833214857391	-1.80188630618092	1
Mo3	-1.97876323486927	-0.552357273056888	1
Mo30W	-2.26345249131581	-1.32595957687432	1
Mo39	-0.512130461109895	1.49388137876026	1
Mo44	0.126243039720134	1.39664793389442	1
Mo45	-2.75010316122915	0.122110267355504	1
Mo46	-3.76678178968643	2.14122858540849	1
Mo47	0.836379101063814	-0.153713804860939	1
Mo5	6.09142401490094	3.48909496243619	1
Mo7	-4.20249923180036	-0.686725842483136	1
MoG	-0.284462503897047	-0.462668181976192	1
Mp339	1.75033873136036	0.751270001546183	1
MQ305	-5.04150453777066	-0.585795412087393	1
MS106	1.77978070521657	0.641424557515061	1
MS116	-1.48677541552059	-2.01897964862288	1
MS12	3.22676260137918	2.19303644991587	1
MS132	-5.56272714667749	-1.39662390851983	1
MS1334	-1.83802310699969	0.599410421156553	1
MS142	1.92882566013779	-0.0499544239841872	1
MS153	2.59673056009424	-0.648975932356236	1
MS200	0.0915217571731368	0.561135350045339	1
MS211	-3.16039525678125	1.53899292412732	1
MS221	0.343036269093307	0.55047220309932	1
MS222	1.96077810080445	0.719498697493245	1
MS223	2.86594714531688	-0.0415101219647196	1
MS224	0.922827672710054	0.322555386885135	1
MS225	-5.62758071495522	-2.08591679688001	1
MS226	-1.36151704132964	-0.013263271785507	1
MS24A	-0.306684574087644	-1.13205767071886	1
MS67	-0.745424046609539	0.510937854245684	1
MS71	2.56520630406838	-1.52334474763624	1
MS72	-5.62209815450217	-1.54958626265187	1
Mt42	-2.81588169955298	-0.0608119660526759	1
N192	-1.55285740176624	-0.274497568139549	1
N193	-2.64550985150117	-2.22770313785413	1
